Constituent,Julian_day,Depth,Elevation,Seg_29 ,Elevation,Seg_15 ,Elevation
Labile_POM                            ,596.5,14.16,71.635,0.035,71.635,0.039,
Labile_POM                            ,596.5,14.77,71.025,0.035,71.025,0.038,
Labile_POM                            ,596.5,15.38,70.415,0.035,70.415,0.038,
Labile_POM                            ,596.5,15.99,69.805,0.036,69.805,-99,
Labile_POM                            ,596.5,16.6,69.195,0.038,69.195,-99,
Labile_POM                            ,596.5,17.21,68.585,0.038,68.585,-99,
Labile_POM                            ,596.5,17.82,67.975,0.039,67.975,-99,
Labile_POM                            ,596.5,18.43,67.365,0.039,67.365,-99,
Labile_POM                            ,596.5,19.04,66.755,0.038,66.755,-99,
Labile_POM                            ,596.5,19.65,66.145,0.037,66.145,-99,
Labile_POM                            ,596.5,20.26,65.535,0.037,65.535,-99,
Labile_POM                            ,596.5,20.87,64.925,0.037,64.925,-99,
Labile_POM                            ,596.5,21.48,64.315,0.037,64.315,-99,
Labile_POM                            ,596.5,22.09,63.705,0.037,63.705,-99,
Labile_POM                            ,596.5,22.7,63.095,0.037,63.095,-99,
Labile_POM                            ,596.5,23.31,62.485,0.037,62.485,-99,
Labile_POM                            ,596.5,23.92,61.875,0.037,61.875,-99,
Labile_POM                            ,596.5,24.53,61.265,-99,61.265,-99,
Labile_POM                            ,596.5,25.14,60.655,-99,60.655,-99,
Labile_POM                            ,596.5,25.75,60.045,-99,60.045,-99,
Labile_POM                            ,596.5,26.36,59.435,-99,59.435,-99,
Labile_POM                            ,596.5,26.97,58.825,-99,58.825,-99,
Labile_POM                            ,596.5,27.58,58.215,-99,58.215,-99,
Labile_POM                            ,596.5,28.19,57.605,-99,57.605,-99,
Refractory_POM                        ,596.5,0.218,85.578,0,85.578,0.001,
Refractory_POM                        ,596.5,0.74,85.055,0,85.055,0.001,
Refractory_POM                        ,596.5,1.35,84.445,0,84.445,0.001,
Refractory_POM                        ,596.5,1.96,83.835,0,83.835,0.001,
Refractory_POM                        ,596.5,2.57,83.225,0,83.225,0.001,
Refractory_POM                        ,596.5,3.18,82.615,0,82.615,0.001,
Refractory_POM                        ,596.5,3.79,82.005,0,82.005,0.001,
Refractory_POM                        ,596.5,4.4,81.395,0,81.395,0.001,
Refractory_POM                        ,596.5,5.01,80.785,0,80.785,0.001,
Refractory_POM                        ,596.5,5.62,80.175,0,80.175,0.001,
Refractory_POM                        ,596.5,6.23,79.565,0.001,79.565,0.001,
Refractory_POM                        ,596.5,6.84,78.955,0.001,78.955,0.001,
Refractory_POM                        ,596.5,7.45,78.345,0.001,78.345,0.001,
Refractory_POM                        ,596.5,8.06,77.735,0.001,77.735,0.001,
Refractory_POM                        ,596.5,8.67,77.125,0.001,77.125,0.001,
Refractory_POM                        ,596.5,9.28,76.515,0.001,76.515,0.001,
Refractory_POM                        ,596.5,9.89,75.905,0.001,75.905,0.001,
Refractory_POM                        ,596.5,10.5,75.295,0.001,75.295,0.001,
Refractory_POM                        ,596.5,11.11,74.685,0.001,74.685,0.001,
Refractory_POM                        ,596.5,11.72,74.075,0.001,74.075,0.001,
Refractory_POM                        ,596.5,12.33,73.465,0.001,73.465,0.001,
Refractory_POM                        ,596.5,12.94,72.855,0.001,72.855,0.001,
Refractory_POM                        ,596.5,13.55,72.245,0.001,72.245,0.001,
Refractory_POM                        ,596.5,14.16,71.635,0.001,71.635,0.001,
Refractory_POM                        ,596.5,14.77,71.025,0.001,71.025,0.001,
Refractory_POM                        ,596.5,15.38,70.415,0.001,70.415,0.001,
Refractory_POM                        ,596.5,15.99,69.805,0.001,69.805,-99,
Refractory_POM                        ,596.5,16.6,69.195,0.001,69.195,-99,
Refractory_POM                        ,596.5,17.21,68.585,0.001,68.585,-99,
Refractory_POM                        ,596.5,17.82,67.975,0.001,67.975,-99,
Refractory_POM                        ,596.5,18.43,67.365,0.002,67.365,-99,
Refractory_POM                        ,596.5,19.04,66.755,0.002,66.755,-99,
Refractory_POM                        ,596.5,19.65,66.145,0.002,66.145,-99,
Refractory_POM                        ,596.5,20.26,65.535,0.002,65.535,-99,
Refractory_POM                        ,596.5,20.87,64.925,0.002,64.925,-99,
Refractory_POM                        ,596.5,21.48,64.315,0.002,64.315,-99,
Refractory_POM                        ,596.5,22.09,63.705,0.002,63.705,-99,
Refractory_POM                        ,596.5,22.7,63.095,0.002,63.095,-99,
Refractory_POM                        ,596.5,23.31,62.485,0.002,62.485,-99,
Refractory_POM                        ,596.5,23.92,61.875,0.002,61.875,-99,
Refractory_POM                        ,596.5,24.53,61.265,-99,61.265,-99,
Refractory_POM                        ,596.5,25.14,60.655,-99,60.655,-99,
Refractory_POM                        ,596.5,25.75,60.045,-99,60.045,-99,
Refractory_POM                        ,596.5,26.36,59.435,-99,59.435,-99,
Refractory_POM                        ,596.5,26.97,58.825,-99,58.825,-99,
Refractory_POM                        ,596.5,27.58,58.215,-99,58.215,-99,
Refractory_POM                        ,596.5,28.19,57.605,-99,57.605,-99,
Algae1                                ,596.5,0.218,85.578,0,85.578,0,
Algae1                                ,596.5,0.74,85.055,0,85.055,0,
Algae1                                ,596.5,1.35,84.445,0,84.445,0,
Algae1                                ,596.5,1.96,83.835,0,83.835,0,
Algae1                                ,596.5,2.57,83.225,0,83.225,0,
Algae1                                ,596.5,3.18,82.615,0,82.615,0,
Algae1                                ,596.5,3.79,82.005,0,82.005,0,
Algae1                                ,596.5,4.4,81.395,0,81.395,0,
Algae1                                ,596.5,5.01,80.785,0,80.785,0,
Algae1                                ,596.5,5.62,80.175,0,80.175,0,
Algae1                                ,596.5,6.23,79.565,0,79.565,0,
Algae1                                ,596.5,6.84,78.955,0,78.955,0,
Algae1                                ,596.5,7.45,78.345,0,78.345,0,
Algae1                                ,596.5,8.06,77.735,0,77.735,0,
Algae1                                ,596.5,8.67,77.125,0,77.125,0,
Algae1                                ,596.5,9.28,76.515,0,76.515,0,
Algae1                                ,596.5,9.89,75.905,0,75.905,0,
Algae1                                ,596.5,10.5,75.295,0,75.295,0,
Algae1                                ,596.5,11.11,74.685,0,74.685,0,
Algae1                                ,596.5,11.72,74.075,0,74.075,0,
Algae1                                ,596.5,12.33,73.465,0,73.465,0,
Algae1                                ,596.5,12.94,72.855,0,72.855,0,
Algae1                                ,596.5,13.55,72.245,0,72.245,0,
Algae1                                ,596.5,14.16,71.635,0,71.635,0,
Algae1                                ,596.5,14.77,71.025,0,71.025,0,
Algae1                                ,596.5,15.38,70.415,0,70.415,0,
Algae1                                ,596.5,15.99,69.805,0,69.805,-99,
Algae1                                ,596.5,16.6,69.195,0,69.195,-99,
Algae1                                ,596.5,17.21,68.585,0,68.585,-99,
Algae1                                ,596.5,17.82,67.975,0,67.975,-99,
Algae1                                ,596.5,18.43,67.365,0,67.365,-99,
Algae1                                ,596.5,19.04,66.755,0,66.755,-99,
Algae1                                ,596.5,19.65,66.145,0,66.145,-99,
Algae1                                ,596.5,20.26,65.535,0,65.535,-99,
Algae1                                ,596.5,20.87,64.925,0,64.925,-99,
Algae1                                ,596.5,21.48,64.315,0,64.315,-99,
Algae1                                ,596.5,22.09,63.705,0,63.705,-99,
Algae1                                ,596.5,22.7,63.095,0,63.095,-99,
Algae1                                ,596.5,23.31,62.485,0,62.485,-99,
Algae1                                ,596.5,23.92,61.875,0,61.875,-99,
Algae1                                ,596.5,24.53,61.265,-99,61.265,-99,
Algae1                                ,596.5,25.14,60.655,-99,60.655,-99,
Algae1                                ,596.5,25.75,60.045,-99,60.045,-99,
Algae1                                ,596.5,26.36,59.435,-99,59.435,-99,
Algae1                                ,596.5,26.97,58.825,-99,58.825,-99,
Algae1                                ,596.5,27.58,58.215,-99,58.215,-99,
Algae1                                ,596.5,28.19,57.605,-99,57.605,-99,
Algae2                                ,596.5,0.218,85.578,0,85.578,0,
Algae2                                ,596.5,0.74,85.055,0,85.055,0,
Algae2                                ,596.5,1.35,84.445,0,84.445,0,
Algae2                                ,596.5,1.96,83.835,0,83.835,0,
Algae2                                ,596.5,2.57,83.225,0,83.225,0,
Algae2                                ,596.5,3.18,82.615,0,82.615,0,
Algae2                                ,596.5,3.79,82.005,0,82.005,0,
Algae2                                ,596.5,4.4,81.395,0,81.395,0,
Algae2                                ,596.5,5.01,80.785,0,80.785,0,
Algae2                                ,596.5,5.62,80.175,0,80.175,0,
Algae2                                ,596.5,6.23,79.565,0,79.565,0,
Algae2                                ,596.5,6.84,78.955,0,78.955,0,
Algae2                                ,596.5,7.45,78.345,0,78.345,0,
Algae2                                ,596.5,8.06,77.735,0.001,77.735,0,
Algae2                                ,596.5,8.67,77.125,0.001,77.125,0.001,
Algae2                                ,596.5,9.28,76.515,0.001,76.515,0.001,
Algae2                                ,596.5,9.89,75.905,0.001,75.905,0.002,
Algae2                                ,596.5,10.5,75.295,0.001,75.295,0.002,
Algae2                                ,596.5,11.11,74.685,0.002,74.685,0.002,
Algae2                                ,596.5,11.72,74.075,0.002,74.075,0.002,
Algae2                                ,596.5,12.33,73.465,0.002,73.465,0.001,
Algae2                                ,596.5,12.94,72.855,0.001,72.855,0.001,
Algae2                                ,596.5,13.55,72.245,0.001,72.245,0.001,
Algae2                                ,596.5,14.16,71.635,0.001,71.635,0.001,
Algae2                                ,596.5,14.77,71.025,0,71.025,0.001,
Algae2                                ,596.5,15.38,70.415,0,70.415,0.001,
Algae2                                ,596.5,15.99,69.805,0,69.805,-99,
Algae2                                ,596.5,16.6,69.195,0,69.195,-99,
Algae2                                ,596.5,17.21,68.585,0,68.585,-99,
Algae2                                ,596.5,17.82,67.975,0,67.975,-99,
Algae2                                ,596.5,18.43,67.365,0,67.365,-99,
Algae2                                ,596.5,19.04,66.755,0,66.755,-99,
Algae2                                ,596.5,19.65,66.145,0,66.145,-99,
Algae2                                ,596.5,20.26,65.535,0,65.535,-99,
Algae2                                ,596.5,20.87,64.925,0,64.925,-99,
Algae2                                ,596.5,21.48,64.315,0,64.315,-99,
Algae2                                ,596.5,22.09,63.705,0,63.705,-99,
Algae2                                ,596.5,22.7,63.095,0,63.095,-99,
Algae2                                ,596.5,23.31,62.485,0,62.485,-99,
Algae2                                ,596.5,23.92,61.875,0,61.875,-99,
Algae2                                ,596.5,24.53,61.265,-99,61.265,-99,
Algae2                                ,596.5,25.14,60.655,-99,60.655,-99,
Algae2                                ,596.5,25.75,60.045,-99,60.045,-99,
Algae2                                ,596.5,26.36,59.435,-99,59.435,-99,
Algae2                                ,596.5,26.97,58.825,-99,58.825,-99,
Algae2                                ,596.5,27.58,58.215,-99,58.215,-99,
Algae2                                ,596.5,28.19,57.605,-99,57.605,-99,
Algae3                                ,596.5,0.218,85.578,0.126,85.578,0.146,
Algae3                                ,596.5,0.74,85.055,0.127,85.055,0.147,
Algae3                                ,596.5,1.35,84.445,0.128,84.445,0.149,
Algae3                                ,596.5,1.96,83.835,0.129,83.835,0.149,
Algae3                                ,596.5,2.57,83.225,0.129,83.225,0.149,
Algae3                                ,596.5,3.18,82.615,0.129,82.615,0.15,
Algae3                                ,596.5,3.79,82.005,0.129,82.005,0.159,
Algae3                                ,596.5,4.4,81.395,0.129,81.395,0.183,
Algae3                                ,596.5,5.01,80.785,0.14,80.785,0.182,
Algae3                                ,596.5,5.62,80.175,0.147,80.175,0.179,
Algae3                                ,596.5,6.23,79.565,0.151,79.565,0.18,
Algae3                                ,596.5,6.84,78.955,0.167,78.955,0.189,
Algae3                                ,596.5,7.45,78.345,0.203,78.345,0.219,
Algae3                                ,596.5,8.06,77.735,0.229,77.735,0.272,
Algae3                                ,596.5,8.67,77.125,0.212,77.125,0.284,
Algae3                                ,596.5,9.28,76.515,0.164,76.515,0.218,
Algae3                                ,596.5,9.89,75.905,0.124,75.905,0.117,
Algae3                                ,596.5,10.5,75.295,0.097,75.295,0.073,
Algae3                                ,596.5,11.11,74.685,0.079,74.685,0.062,
Algae3                                ,596.5,11.72,74.075,0.068,74.075,0.055,
Algae3                                ,596.5,12.33,73.465,0.058,73.465,0.046,
Algae3                                ,596.5,12.94,72.855,0.045,72.855,0.038,
Algae3                                ,596.5,13.55,72.245,0.027,72.245,0.032,
Algae3                                ,596.5,14.16,71.635,0.012,71.635,0.025,
Algae3                                ,596.5,14.77,71.025,0.003,71.025,0.019,
Algae3                                ,596.5,15.38,70.415,0.001,70.415,0.013,
Algae3                                ,596.5,15.99,69.805,0,69.805,-99,
Algae3                                ,596.5,16.6,69.195,0.001,69.195,-99,
Algae3                                ,596.5,17.21,68.585,0.001,68.585,-99,
Algae3                                ,596.5,17.82,67.975,0.001,67.975,-99,
Algae3                                ,596.5,18.43,67.365,0.001,67.365,-99,
Algae3                                ,596.5,19.04,66.755,0.002,66.755,-99,
Algae3                                ,596.5,19.65,66.145,0.002,66.145,-99,
Algae3                                ,596.5,20.26,65.535,0.002,65.535,-99,
Algae3                                ,596.5,20.87,64.925,0.002,64.925,-99,
Algae3                                ,596.5,21.48,64.315,0.002,64.315,-99,
Algae3                                ,596.5,22.09,63.705,0.002,63.705,-99,
Algae3                                ,596.5,22.7,63.095,0.002,63.095,-99,
Algae3                                ,596.5,23.31,62.485,0.002,62.485,-99,
Algae3                                ,596.5,23.92,61.875,0.002,61.875,-99,
Algae3                                ,596.5,24.53,61.265,-99,61.265,-99,
Algae3                                ,596.5,25.14,60.655,-99,60.655,-99,
Algae3                                ,596.5,25.75,60.045,-99,60.045,-99,
Algae3                                ,596.5,26.36,59.435,-99,59.435,-99,
Algae3                                ,596.5,26.97,58.825,-99,58.825,-99,
Algae3                                ,596.5,27.58,58.215,-99,58.215,-99,
Algae3                                ,596.5,28.19,57.605,-99,57.605,-99,
Dissolved_oxygen                      ,596.5,0.218,85.578,7.806,85.578,8.268,
Dissolved_oxygen                      ,596.5,0.74,85.055,7.804,85.055,8.264,
Dissolved_oxygen                      ,596.5,1.35,84.445,7.805,84.445,8.265,
Dissolved_oxygen                      ,596.5,1.96,83.835,7.805,83.835,8.264,
Dissolved_oxygen                      ,596.5,2.57,83.225,7.805,83.225,8.264,
Dissolved_oxygen                      ,596.5,3.18,82.615,7.805,82.615,8.259,
Dissolved_oxygen                      ,596.5,3.79,82.005,7.805,82.005,8.181,
Dissolved_oxygen                      ,596.5,4.4,81.395,7.806,81.395,7.913,
Dissolved_oxygen                      ,596.5,5.01,80.785,7.764,80.785,7.891,
Dissolved_oxygen                      ,596.5,5.62,80.175,7.712,80.175,7.897,
Dissolved_oxygen                      ,596.5,6.23,79.565,7.644,79.565,7.833,
Dissolved_oxygen                      ,596.5,6.84,78.955,7.569,78.955,7.693,
Dissolved_oxygen                      ,596.5,7.45,78.345,7.509,78.345,7.427,
Dissolved_oxygen                      ,596.5,8.06,77.735,7.238,77.735,6.979,
Dissolved_oxygen                      ,596.5,8.67,77.125,6.483,77.125,6.145,
Dissolved_oxygen                      ,596.5,9.28,76.515,5.719,76.515,4.925,
Dissolved_oxygen                      ,596.5,9.89,75.905,5.121,75.905,3.993,
Dissolved_oxygen                      ,596.5,10.5,75.295,4.773,75.295,3.925,
Dissolved_oxygen                      ,596.5,11.11,74.685,4.66,74.685,4.025,
Dissolved_oxygen                      ,596.5,11.72,74.075,4.64,74.075,4.146,
Dissolved_oxygen                      ,596.5,12.33,73.465,4.698,73.465,4.345,
Dissolved_oxygen                      ,596.5,12.94,72.855,4.893,72.855,4.55,
Dissolved_oxygen                      ,596.5,13.55,72.245,5.243,72.245,4.73,
Dissolved_oxygen                      ,596.5,14.16,71.635,5.649,71.635,4.938,
Dissolved_oxygen                      ,596.5,14.77,71.025,5.799,71.025,5.099,
Dissolved_oxygen                      ,596.5,15.38,70.415,5.675,70.415,5.25,
Dissolved_oxygen                      ,596.5,15.99,69.805,5.136,69.805,-99,
Dissolved_oxygen                      ,596.5,16.6,69.195,4.322,69.195,-99,
Dissolved_oxygen                      ,596.5,17.21,68.585,3.57,68.585,-99,
Dissolved_oxygen                      ,596.5,17.82,67.975,2.999,67.975,-99,
Dissolved_oxygen                      ,596.5,18.43,67.365,2.578,67.365,-99,
Dissolved_oxygen                      ,596.5,19.04,66.755,2.266,66.755,-99,
Dissolved_oxygen                      ,596.5,19.65,66.145,2.125,66.145,-99,
Dissolved_oxygen                      ,596.5,20.26,65.535,2.125,65.535,-99,
Dissolved_oxygen                      ,596.5,20.87,64.925,2.125,64.925,-99,
Dissolved_oxygen                      ,596.5,21.48,64.315,2.125,64.315,-99,
Dissolved_oxygen                      ,596.5,22.09,63.705,2.125,63.705,-99,
Dissolved_oxygen                      ,596.5,22.7,63.095,2.125,63.095,-99,
Dissolved_oxygen                      ,596.5,23.31,62.485,2.125,62.485,-99,
Dissolved_oxygen                      ,596.5,23.92,61.875,2.125,61.875,-99,
Dissolved_oxygen                      ,596.5,24.53,61.265,-99,61.265,-99,
Dissolved_oxygen                      ,596.5,25.14,60.655,-99,60.655,-99,
Dissolved_oxygen                      ,596.5,25.75,60.045,-99,60.045,-99,
Dissolved_oxygen                      ,596.5,26.36,59.435,-99,59.435,-99,
Dissolved_oxygen                      ,596.5,26.97,58.825,-99,58.825,-99,
Dissolved_oxygen                      ,596.5,27.58,58.215,-99,58.215,-99,
Dissolved_oxygen                      ,596.5,28.19,57.605,-99,57.605,-99,
Inorganic_carbon                      ,596.5,0.218,85.578,6.841,85.578,7.428,
Inorganic_carbon                      ,596.5,0.74,85.055,6.844,85.055,7.432,
Inorganic_carbon                      ,596.5,1.35,84.445,6.845,84.445,7.432,
Inorganic_carbon                      ,596.5,1.96,83.835,6.845,83.835,7.432,
Inorganic_carbon                      ,596.5,2.57,83.225,6.845,83.225,7.432,
Inorganic_carbon                      ,596.5,3.18,82.615,6.845,82.615,7.437,
Inorganic_carbon                      ,596.5,3.79,82.005,6.846,82.005,7.515,
Inorganic_carbon                      ,596.5,4.4,81.395,6.843,81.395,7.761,
Inorganic_carbon                      ,596.5,5.01,80.785,6.941,80.785,7.758,
Inorganic_carbon                      ,596.5,5.62,80.175,7.022,80.175,7.749,
Inorganic_carbon                      ,596.5,6.23,79.565,7.127,79.565,7.791,
Inorganic_carbon                      ,596.5,6.84,78.955,7.262,78.955,7.895,
Inorganic_carbon                      ,596.5,7.45,78.345,7.407,78.345,8.09,
Inorganic_carbon                      ,596.5,8.06,77.735,7.591,77.735,8.38,
Inorganic_carbon                      ,596.5,8.67,77.125,7.826,77.125,8.783,
Inorganic_carbon                      ,596.5,9.28,76.515,8.035,76.515,9.197,
Inorganic_carbon                      ,596.5,9.89,75.905,8.181,75.905,9.356,
Inorganic_carbon                      ,596.5,10.5,75.295,8.225,75.295,9.308,
Inorganic_carbon                      ,596.5,11.11,74.685,8.235,74.685,9.231,
Inorganic_carbon                      ,596.5,11.72,74.075,8.225,74.075,9.149,
Inorganic_carbon                      ,596.5,12.33,73.465,8.168,73.465,9.048,
Inorganic_carbon                      ,596.5,12.94,72.855,8.06,72.855,8.956,
Inorganic_carbon                      ,596.5,13.55,72.245,7.904,72.245,8.881,
Inorganic_carbon                      ,596.5,14.16,71.635,7.75,71.635,8.789,
Inorganic_carbon                      ,596.5,14.77,71.025,7.711,71.025,8.738,
Inorganic_carbon                      ,596.5,15.38,70.415,7.793,70.415,8.679,
Inorganic_carbon                      ,596.5,15.99,69.805,8.072,69.805,-99,
Inorganic_carbon                      ,596.5,16.6,69.195,8.463,69.195,-99,
Inorganic_carbon                      ,596.5,17.21,68.585,8.812,68.585,-99,
Inorganic_carbon                      ,596.5,17.82,67.975,9.08,67.975,-99,
Inorganic_carbon                      ,596.5,18.43,67.365,9.277,67.365,-99,
Inorganic_carbon                      ,596.5,19.04,66.755,9.424,66.755,-99,
Inorganic_carbon                      ,596.5,19.65,66.145,9.492,66.145,-99,
Inorganic_carbon                      ,596.5,20.26,65.535,9.492,65.535,-99,
Inorganic_carbon                      ,596.5,20.87,64.925,9.492,64.925,-99,
Inorganic_carbon                      ,596.5,21.48,64.315,9.492,64.315,-99,
Inorganic_carbon                      ,596.5,22.09,63.705,9.492,63.705,-99,
Inorganic_carbon                      ,596.5,22.7,63.095,9.492,63.095,-99,
Inorganic_carbon                      ,596.5,23.31,62.485,9.492,62.485,-99,
Inorganic_carbon                      ,596.5,23.92,61.875,9.492,61.875,-99,
Inorganic_carbon                      ,596.5,24.53,61.265,-99,61.265,-99,
Inorganic_carbon                      ,596.5,25.14,60.655,-99,60.655,-99,
Inorganic_carbon                      ,596.5,25.75,60.045,-99,60.045,-99,
Inorganic_carbon                      ,596.5,26.36,59.435,-99,59.435,-99,
Inorganic_carbon                      ,596.5,26.97,58.825,-99,58.825,-99,
Inorganic_carbon                      ,596.5,27.58,58.215,-99,58.215,-99,
Inorganic_carbon                      ,596.5,28.19,57.605,-99,57.605,-99,
Alkalinity                            ,596.5,0.218,85.578,26.936,85.578,29.247,
Alkalinity                            ,596.5,0.74,85.055,26.931,85.055,29.242,
Alkalinity                            ,596.5,1.35,84.445,26.93,84.445,29.241,
Alkalinity                            ,596.5,1.96,83.835,26.929,83.835,29.24,
Alkalinity                            ,596.5,2.57,83.225,26.929,83.225,29.239,
Alkalinity                            ,596.5,3.18,82.615,26.928,82.615,29.239,
Alkalinity                            ,596.5,3.79,82.005,26.928,82.005,29.269,
Alkalinity                            ,596.5,4.4,81.395,26.932,81.395,29.322,
Alkalinity                            ,596.5,5.01,80.785,26.782,80.785,29.11,
Alkalinity                            ,596.5,5.62,80.175,26.705,80.175,28.949,
Alkalinity                            ,596.5,6.23,79.565,26.62,79.565,28.863,
Alkalinity                            ,596.5,6.84,78.955,26.29,78.955,28.757,
Alkalinity                            ,596.5,7.45,78.345,25.729,78.345,28.529,
Alkalinity                            ,596.5,8.06,77.735,25.112,77.735,28.016,
Alkalinity                            ,596.5,8.67,77.125,24.619,77.125,27.19,
Alkalinity                            ,596.5,9.28,76.515,24.271,76.515,26.192,
Alkalinity                            ,596.5,9.89,75.905,24.005,75.905,25.4,
Alkalinity                            ,596.5,10.5,75.295,23.777,75.295,24.978,
Alkalinity                            ,596.5,11.11,74.685,23.555,74.685,24.709,
Alkalinity                            ,596.5,11.72,74.075,23.314,74.075,24.487,
Alkalinity                            ,596.5,12.33,73.465,23.043,73.465,24.3,
Alkalinity                            ,596.5,12.94,72.855,22.755,72.855,24.158,
Alkalinity                            ,596.5,13.55,72.245,22.468,72.245,24.062,
Alkalinity                            ,596.5,14.16,71.635,22.198,71.635,23.965,
Alkalinity                            ,596.5,14.77,71.025,21.973,71.025,23.859,
Alkalinity                            ,596.5,15.38,70.415,21.807,70.415,23.736,
Alkalinity                            ,596.5,15.99,69.805,21.691,69.805,-99,
Alkalinity                            ,596.5,16.6,69.195,21.614,69.195,-99,
Alkalinity                            ,596.5,17.21,68.585,21.567,68.585,-99,
Alkalinity                            ,596.5,17.82,67.975,21.54,67.975,-99,
Alkalinity                            ,596.5,18.43,67.365,21.526,67.365,-99,
Alkalinity                            ,596.5,19.04,66.755,21.518,66.755,-99,
Alkalinity                            ,596.5,19.65,66.145,21.515,66.145,-99,
Alkalinity                            ,596.5,20.26,65.535,21.515,65.535,-99,
Alkalinity                            ,596.5,20.87,64.925,21.515,64.925,-99,
Alkalinity                            ,596.5,21.48,64.315,21.515,64.315,-99,
Alkalinity                            ,596.5,22.09,63.705,21.515,63.705,-99,
Alkalinity                            ,596.5,22.7,63.095,21.515,63.095,-99,
Alkalinity                            ,596.5,23.31,62.485,21.515,62.485,-99,
Alkalinity                            ,596.5,23.92,61.875,21.515,61.875,-99,
Alkalinity                            ,596.5,24.53,61.265,-99,61.265,-99,
Alkalinity                            ,596.5,25.14,60.655,-99,60.655,-99,
Alkalinity                            ,596.5,25.75,60.045,-99,60.045,-99,
Alkalinity                            ,596.5,26.36,59.435,-99,59.435,-99,
Alkalinity                            ,596.5,26.97,58.825,-99,58.825,-99,
Alkalinity                            ,596.5,27.58,58.215,-99,58.215,-99,
Alkalinity                            ,596.5,28.19,57.605,-99,57.605,-99,
Zoo1                                  ,596.5,0.218,85.578,0.181,85.578,0.19,
Zoo1                                  ,596.5,0.74,85.055,0.181,85.055,0.19,
Zoo1                                  ,596.5,1.35,84.445,0.181,84.445,0.19,
Zoo1                                  ,596.5,1.96,83.835,0.181,83.835,0.19,
Zoo1                                  ,596.5,2.57,83.225,0.181,83.225,0.19,
Zoo1                                  ,596.5,3.18,82.615,0.181,82.615,0.191,
Zoo1                                  ,596.5,3.79,82.005,0.181,82.005,0.193,
Zoo1                                  ,596.5,4.4,81.395,0.181,81.395,0.206,
Zoo1                                  ,596.5,5.01,80.785,0.197,80.785,0.217,
Zoo1                                  ,596.5,5.62,80.175,0.214,80.175,0.229,
Zoo1                                  ,596.5,6.23,79.565,0.253,79.565,0.245,
Zoo1                                  ,596.5,6.84,78.955,0.33,78.955,0.271,
Zoo1                                  ,596.5,7.45,78.345,0.416,78.345,0.324,
Zoo1                                  ,596.5,8.06,77.735,0.446,77.735,0.395,
Zoo1                                  ,596.5,8.67,77.125,0.431,77.125,0.438,
Zoo1                                  ,596.5,9.28,76.515,0.366,76.515,0.407,
Zoo1                                  ,596.5,9.89,75.905,0.29,75.905,0.262,
Zoo1                                  ,596.5,10.5,75.295,0.22,75.295,0.134,
Zoo1                                  ,596.5,11.11,74.685,0.159,74.685,0.07,
Zoo1                                  ,596.5,11.72,74.075,0.104,74.075,0.039,
Zoo1                                  ,596.5,12.33,73.465,0.058,73.465,0.023,
Zoo1                                  ,596.5,12.94,72.855,0.027,72.855,0.015,
Zoo1                                  ,596.5,13.55,72.245,0.01,72.245,0.011,
Zoo1                                  ,596.5,14.16,71.635,0.003,71.635,0.008,
Zoo1                                  ,596.5,14.77,71.025,0.001,71.025,0.006,
Zoo1                                  ,596.5,15.38,70.415,0.001,70.415,0.004,
Zoo1                                  ,596.5,15.99,69.805,0.001,69.805,-99,
Zoo1                                  ,596.5,16.6,69.195,0.001,69.195,-99,
Zoo1                                  ,596.5,17.21,68.585,0.001,68.585,-99,
Zoo1                                  ,596.5,17.82,67.975,0.001,67.975,-99,
Zoo1                                  ,596.5,18.43,67.365,0.001,67.365,-99,
Zoo1                                  ,596.5,19.04,66.755,0.001,66.755,-99,
Zoo1                                  ,596.5,19.65,66.145,0.001,66.145,-99,
Zoo1                                  ,596.5,20.26,65.535,0.001,65.535,-99,
Zoo1                                  ,596.5,20.87,64.925,0.001,64.925,-99,
Zoo1                                  ,596.5,21.48,64.315,0.001,64.315,-99,
Zoo1                                  ,596.5,22.09,63.705,0.001,63.705,-99,
Zoo1                                  ,596.5,22.7,63.095,0.001,63.095,-99,
Zoo1                                  ,596.5,23.31,62.485,0.001,62.485,-99,
Zoo1                                  ,596.5,23.92,61.875,0.001,61.875,-99,
Zoo1                                  ,596.5,24.53,61.265,-99,61.265,-99,
Zoo1                                  ,596.5,25.14,60.655,-99,60.655,-99,
Zoo1                                  ,596.5,25.75,60.045,-99,60.045,-99,
Zoo1                                  ,596.5,26.36,59.435,-99,59.435,-99,
Zoo1                                  ,596.5,26.97,58.825,-99,58.825,-99,
Zoo1                                  ,596.5,27.58,58.215,-99,58.215,-99,
Zoo1                                  ,596.5,28.19,57.605,-99,57.605,-99,
LDOM_P                                ,596.5,0.218,85.578,0.309,85.578,0.345,
LDOM_P                                ,596.5,0.74,85.055,0.309,85.055,0.345,
LDOM_P                                ,596.5,1.35,84.445,0.309,84.445,0.345,
LDOM_P                                ,596.5,1.96,83.835,0.309,83.835,0.345,
LDOM_P                                ,596.5,2.57,83.225,0.309,83.225,0.344,
LDOM_P                                ,596.5,3.18,82.615,0.309,82.615,0.344,
LDOM_P                                ,596.5,3.79,82.005,0.308,82.005,0.342,
LDOM_P                                ,596.5,4.4,81.395,0.309,81.395,0.338,
LDOM_P                                ,596.5,5.01,80.785,0.301,80.785,0.338,
LDOM_P                                ,596.5,5.62,80.175,0.302,80.175,0.339,
