Site,Date,JDAY,Depth_m,Lab_Parameter,Lab_Units,Value
Site1,12/9/2013 9:10,343.3819444,23,Temperature,deg C,8.037
Site1,12/9/2013 9:13,343.3840278,21,Chlorophyll a,RFUs,0.57
Site1,12/9/2013 9:13,343.3840278,21,Chlorophyll a,ug/L,1.805
Site1,12/9/2013 9:13,343.3840278,21,Dissolved Oxygen,%,84.455
Site1,12/9/2013 9:13,343.3840278,21,Dissolved Oxygen,mg/l,9.88
Site1,12/9/2013 9:13,343.3840278,21,Temperature,deg C,8.075
Site1,12/9/2013 9:16,343.3861111,19,Chlorophyll a,ug/L,2.375
Site1,12/9/2013 9:16,343.3861111,19,Chlorophyll a,RFUs,0.57
Site1,12/9/2013 9:16,343.3861111,19,Dissolved Oxygen,mg/l,9.9085
Site1,12/9/2013 9:16,343.3861111,19,Dissolved Oxygen,%,84.645
Site1,12/9/2013 9:16,343.3861111,19,Temperature,deg C,8.0845
Site1,12/9/2013 9:20,343.3888889,17,Chlorophyll a,ug/L,2.185
Site1,12/9/2013 9:20,343.3888889,17,Chlorophyll a,RFUs,0.665
Site1,12/9/2013 9:20,343.3888889,17,Dissolved Oxygen,mg/l,9.9465
Site1,12/9/2013 9:20,343.3888889,17,Dissolved Oxygen,%,85.025
Site1,12/9/2013 9:20,343.3888889,17,Temperature,deg C,8.0845
Site1,12/9/2013 9:24,343.3916667,15,Chlorophyll a,RFUs,0.665
Site1,12/9/2013 9:24,343.3916667,15,Chlorophyll a,ug/L,2.375
Site2,12/9/2013 9:24,343.3916667,15,Chlorophyll a,RFUs,0.7182
Site2,12/9/2013 9:24,343.3916667,15,Chlorophyll a,ug/L,2.565
Site1,12/9/2013 9:24,343.3916667,15,Dissolved Oxygen,%,85.12
Site1,12/9/2013 9:24,343.3916667,15,Dissolved Oxygen,mg/l,9.9655
Site2,12/9/2013 9:24,343.3916667,15,Dissolved Oxygen,%,91.9296
Site2,12/9/2013 9:24,343.3916667,15,Dissolved Oxygen,mg/l,10.7627
Site1,12/9/2013 9:24,343.3916667,15,Temperature,deg C,8.075
Site2,12/9/2013 9:24,343.3916667,15,Temperature,deg C,8.721
Site1,12/9/2013 9:30,343.3958333,13,Chlorophyll a,RFUs,0.57
Site1,12/9/2013 9:30,343.3958333,13,Chlorophyll a,ug/L,1.9
Site2,12/9/2013 9:30,343.3958333,13,Chlorophyll a,RFUs,0.6156
Site2,12/9/2013 9:30,343.3958333,13,Chlorophyll a,ug/L,2.052
Site1,12/9/2013 9:30,343.3958333,13,Dissolved Oxygen,%,85.31
Site1,12/9/2013 9:30,343.3958333,13,Dissolved Oxygen,mg/l,9.9845
Site2,12/9/2013 9:30,343.3958333,13,Dissolved Oxygen,%,92.1348
Site2,12/9/2013 9:30,343.3958333,13,Dissolved Oxygen,mg/l,10.7833
Site1,12/9/2013 9:30,343.3958333,13,Temperature,deg C,8.056
Site2,12/9/2013 9:30,343.3958333,13,Temperature,deg C,8.7005
Site1,12/9/2013 9:33,343.3979167,11,Chlorophyll a,ug/L,1.615
Site1,12/9/2013 9:33,343.3979167,11,Chlorophyll a,RFUs,0.475
Site2,12/9/2013 9:33,343.3979167,11,Chlorophyll a,ug/L,1.7442
Site2,12/9/2013 9:33,343.3979167,11,Chlorophyll a,RFUs,0.513
Site1,12/9/2013 9:33,343.3979167,11,Dissolved Oxygen,mg/l,9.9845
Site1,12/9/2013 9:33,343.3979167,11,Dissolved Oxygen,%,85.31
Site2,12/9/2013 9:33,343.3979167,11,Dissolved Oxygen,mg/l,10.7833
Site2,12/9/2013 9:33,343.3979167,11,Dissolved Oxygen,%,92.1348
Site1,12/9/2013 9:33,343.3979167,11,Temperature,deg C,8.056
Site2,12/9/2013 9:33,343.3979167,11,Temperature,deg C,8.7005
Site1,12/9/2013 9:40,343.4027778,9,Chlorophyll a,ug/L,1.995
Site1,12/9/2013 9:40,343.4027778,9,Chlorophyll a,RFUs,0.57
Site2,12/9/2013 9:40,343.4027778,9,Chlorophyll a,ug/L,2.1546
Site2,12/9/2013 9:40,343.4027778,9,Chlorophyll a,RFUs,0.6156
Site1,12/9/2013 9:40,343.4027778,9,Dissolved Oxygen,mg/l,9.9845
Site1,12/9/2013 9:40,343.4027778,9,Dissolved Oxygen,%,85.405
Site2,12/9/2013 9:40,343.4027778,9,Dissolved Oxygen,mg/l,10.7833
Site2,12/9/2013 9:40,343.4027778,9,Dissolved Oxygen,%,92.2374
Site1,12/9/2013 9:40,343.4027778,9,Temperature,deg C,8.056
Site2,12/9/2013 9:40,343.4027778,9,Temperature,deg C,8.7005
Site1,12/9/2013 9:45,343.40625,7,Chlorophyll a,RFUs,0.57
Site1,12/9/2013 9:45,343.40625,7,Chlorophyll a,ug/L,1.995
Site2,12/9/2013 9:45,343.40625,7,Chlorophyll a,RFUs,0.6156
Site2,12/9/2013 9:45,343.40625,7,Chlorophyll a,ug/L,2.1546
Site1,12/9/2013 9:45,343.40625,7,Dissolved Oxygen,mg/l,10.032
Site1,12/9/2013 9:45,343.40625,7,Dissolved Oxygen,%,85.785
Site2,12/9/2013 9:45,343.40625,7,Dissolved Oxygen,mg/l,10.8346
Site2,12/9/2013 9:45,343.40625,7,Dissolved Oxygen,%,92.6478
Site1,12/9/2013 9:45,343.40625,7,Temperature,deg C,8.056
Site2,12/9/2013 9:45,343.40625,7,Temperature,deg C,8.7005
Site1,12/9/2013 9:50,343.4097222,5,Chlorophyll a,RFUs,0.57
Site1,12/9/2013 9:50,343.4097222,5,Chlorophyll a,ug/L,1.615
Site2,12/9/2013 9:50,343.4097222,5,Chlorophyll a,RFUs,0.6156
Site2,12/9/2013 9:50,343.4097222,5,Chlorophyll a,ug/L,1.7442
Site1,12/9/2013 9:50,343.4097222,5,Dissolved Oxygen,%,85.69
Site1,12/9/2013 9:50,343.4097222,5,Dissolved Oxygen,mg/l,10.032
Site2,12/9/2013 9:50,343.4097222,5,Dissolved Oxygen,%,92.5452
Site2,12/9/2013 9:50,343.4097222,5,Dissolved Oxygen,mg/l,10.8346
Site1,12/9/2013 9:50,343.4097222,5,Temperature,deg C,8.0465
Site2,12/9/2013 9:50,343.4097222,5,Temperature,deg C,8.6902
Site1,12/9/2013 9:53,343.4118056,3,Chlorophyll a,ug/L,3.8
Site1,12/9/2013 9:53,343.4118056,3,Chlorophyll a,ug/L,2.185
Site1,12/9/2013 9:53,343.4118056,3,Chlorophyll a,RFUs,0.665
Site2,12/9/2013 9:53,343.4118056,3,Chlorophyll a,ug/L,4.104
Site2,12/9/2013 9:53,343.4118056,3,Chlorophyll a,ug/L,2.3598
Site2,12/9/2013 9:53,343.4118056,3,Chlorophyll a,RFUs,0.7182
Site1,12/9/2013 9:53,343.4118056,3,Dissolved Oxygen,mg/l,10.1175
Site1,12/9/2013 9:53,343.4118056,3,Dissolved Oxygen,%,86.545
Site2,12/9/2013 9:53,343.4118056,3,Dissolved Oxygen,mg/l,10.9269
Site2,12/9/2013 9:53,343.4118056,3,Dissolved Oxygen,%,93.4686
Site1,12/9/2013 9:53,343.4118056,3,Temperature,deg C,8.113
Site2,12/9/2013 9:53,343.4118056,3,Temperature,deg C,8.762
Site1,12/9/2013 10:03,343.41875,1,Chlorophyll a,ug/L,1.615
Site1,12/9/2013 10:03,343.41875,1,Chlorophyll a,RFUs,0.57
Site2,12/9/2013 10:03,343.41875,1,Chlorophyll a,ug/L,1.7442
Site2,12/9/2013 10:03,343.41875,1,Chlorophyll a,RFUs,0.6156
Site1,12/9/2013 10:03,343.41875,1,Dissolved Oxygen,%,87.21
Site1,12/9/2013 10:03,343.41875,1,Dissolved Oxygen,mg/l,10.1745
Site2,12/9/2013 10:03,343.41875,1,Dissolved Oxygen,%,94.1868
Site2,12/9/2013 10:03,343.41875,1,Dissolved Oxygen,mg/l,10.9885
Site1,12/9/2013 10:03,343.41875,1,Temperature,deg C,8.1795
Site2,12/9/2013 10:03,343.41875,1,Temperature,deg C,8.8339
Site1,1/20/2014 10:23,385.4326389,1,Chlorophyll a,ug/L,1.235
Site1,1/20/2014 10:23,385.4326389,1,Chlorophyll a,RFUs,0.285
Site2,1/20/2014 10:23,385.4326389,1,Chlorophyll a,ug/L,1.3338
Site2,1/20/2014 10:23,385.4326389,1,Chlorophyll a,RFUs,0.3078
Site1,1/20/2014 10:23,385.4326389,1,Dissolved Oxygen,mg/l,11.153
Site1,1/20/2014 10:23,385.4326389,1,Dissolved Oxygen,%,90.345
Site2,1/20/2014 10:23,385.4326389,1,Dissolved Oxygen,mg/l,12.0452
Site2,1/20/2014 10:23,385.4326389,1,Dissolved Oxygen,%,97.5726
Site1,1/20/2014 10:23,385.4326389,1,Temperature,deg C,6.0135
Site2,1/20/2014 10:23,385.4326389,1,Temperature,deg C,6.4946
Site1,2/24/2014 8:16,420.3444444,1,Chlorophyll a,ug/L,2.375
Site1,2/24/2014 8:16,420.3444444,1,Chlorophyll a,RFUs,0.76
Site2,2/24/2014 8:16,420.3444444,1,Chlorophyll a,ug/L,2.565
Site2,2/24/2014 8:16,420.3444444,1,Chlorophyll a,RFUs,0.8208
Site1,2/24/2014 8:16,420.3444444,1,Dissolved Oxygen,%,95.095
Site1,2/24/2014 8:16,420.3444444,1,Dissolved Oxygen,mg/l,11.21
Site2,2/24/2014 8:16,420.3444444,1,Dissolved Oxygen,%,102.7026
Site2,2/24/2014 8:16,420.3444444,1,Dissolved Oxygen,mg/l,12.1068
Site1,2/24/2014 8:16,420.3444444,1,Temperature,deg C,7.771
Site2,2/24/2014 8:16,420.3444444,1,Temperature,deg C,8.3927
Site1,2/24/2014 8:21,420.3479167,3,Chlorophyll a,RFUs,0.57
Site1,2/24/2014 8:21,420.3479167,3,Chlorophyll a,ug/L,1.995
Site2,2/24/2014 8:21,420.3479167,3,Chlorophyll a,RFUs,0.6156
Site2,2/24/2014 8:21,420.3479167,3,Chlorophyll a,ug/L,2.1546
Site1,2/24/2014 8:21,420.3479167,3,Dissolved Oxygen,%,94.43
Site1,2/24/2014 8:21,420.3479167,3,Dissolved Oxygen,mg/l,11.1245
Site2,2/24/2014 8:21,420.3479167,3,Dissolved Oxygen,%,101.9844
Site2,2/24/2014 8:21,420.3479167,3,Dissolved Oxygen,mg/l,12.0145
Site1,2/24/2014 8:21,420.3479167,3,Temperature,deg C,7.79
Site2,2/24/2014 8:21,420.3479167,3,Temperature,deg C,8.4132
Site1,2/24/2014 8:24,420.35,5,Chlorophyll a,ug/L,2.09
Site1,2/24/2014 8:24,420.35,5,Chlorophyll a,RFUs,0.57
Site2,2/24/2014 8:24,420.35,5,Chlorophyll a,ug/L,2.2572
Site2,2/24/2014 8:24,420.35,5,Chlorophyll a,RFUs,0.6156
Site1,2/24/2014 8:24,420.35,5,Dissolved Oxygen,%,94.43
Site1,2/24/2014 8:24,420.35,5,Dissolved Oxygen,mg/l,11.1625
Site2,2/24/2014 8:24,420.35,5,Dissolved Oxygen,%,101.9844
Site2,2/24/2014 8:24,420.35,5,Dissolved Oxygen,mg/l,12.0555
Site1,2/24/2014 8:24,420.35,5,Temperature,deg C,7.6855
Site2,2/24/2014 8:24,420.35,5,Temperature,deg C,8.3003
Site1,2/24/2014 8:27,420.3520833,7,Chlorophyll a,ug/L,0.95
Site1,2/24/2014 8:27,420.3520833,7,Chlorophyll a,RFUs,0.19
Site2,2/24/2014 8:27,420.3520833,7,Chlorophyll a,ug/L,1.026
Site2,2/24/2014 8:27,420.3520833,7,Chlorophyll a,RFUs,0.2052
Site1,2/24/2014 8:27,420.3520833,7,Dissolved Oxygen,%,93.29
Site1,2/24/2014 8:27,420.3520833,7,Dissolved Oxygen,mg/l,11.058
Site2,2/24/2014 8:27,420.3520833,7,Dissolved Oxygen,%,100.7532
Site2,2/24/2014 8:27,420.3520833,7,Dissolved Oxygen,mg/l,11.9426
Site1,2/24/2014 8:27,420.3520833,7,Temperature,deg C,7.5715
Site2,2/24/2014 8:27,420.3520833,7,Temperature,deg C,8.1772
Site1,2/24/2014 8:30,420.3541667,9,Chlorophyll a,ug/L,1.235
Site1,2/24/2014 8:30,420.3541667,9,Chlorophyll a,RFUs,0.38
Site2,2/24/2014 8:30,420.3541667,9,Chlorophyll a,ug/L,1.3338
Site2,2/24/2014 8:30,420.3541667,9,Chlorophyll a,RFUs,0.4104
Site1,2/24/2014 8:30,420.3541667,9,Dissolved Oxygen,%,92.15
Site1,2/24/2014 8:30,420.3541667,9,Dissolved Oxygen,mg/l,10.944
Site2,2/24/2014 8:30,420.3541667,9,Dissolved Oxygen,%,99.522
Site2,2/24/2014 8:30,420.3541667,9,Dissolved Oxygen,mg/l,11.8195
Site1,2/24/2014 8:30,420.3541667,9,Temperature,deg C,7.5145
Site2,2/24/2014 8:30,420.3541667,9,Temperature,deg C,8.1157
Site1,2/24/2014 8:35,420.3576389,11,Chlorophyll a,RFUs,0.19
Site1,2/24/2014 8:35,420.3576389,11,Chlorophyll a,ug/L,0.38
Site2,2/24/2014 8:35,420.3576389,11,Chlorophyll a,RFUs,0.2052
Site2,2/24/2014 8:35,420.3576389,11,Chlorophyll a,ug/L,0.4104
Site1,2/24/2014 8:35,420.3576389,11,Dissolved Oxygen,%,87.875
Site1,2/24/2014 8:35,420.3576389,11,Dissolved Oxygen,mg/l,10.602
Site2,2/24/2014 8:35,420.3576389,11,Dissolved Oxygen,%,94.905
Site2,2/24/2014 8:35,420.3576389,11,Dissolved Oxygen,mg/l,11.4502
Site1,2/24/2014 8:35,420.3576389,11,Temperature,deg C,6.8685
Site2,2/24/2014 8:35,420.3576389,11,Temperature,deg C,7.418
Site1,2/24/2014 8:39,420.3604167,13,Chlorophyll a,RFUs,0.19
Site1,2/24/2014 8:39,420.3604167,13,Chlorophyll a,ug/L,0.57
Site2,2/24/2014 8:39,420.3604167,13,Chlorophyll a,RFUs,0.2052
Site2,2/24/2014 8:39,420.3604167,13,Chlorophyll a,ug/L,0.6156
Site1,2/24/2014 8:39,420.3604167,13,Dissolved Oxygen,%,86.165
Site1,2/24/2014 8:39,420.3604167,13,Dissolved Oxygen,mg/l,10.45
Site2,2/24/2014 8:39,420.3604167,13,Dissolved Oxygen,%,93.0582
Site2,2/24/2014 8:39,420.3604167,13,Dissolved Oxygen,mg/l,11.286
Site1,2/24/2014 8:39,420.3604167,13,Temperature,deg C,6.688
Site2,2/24/2014 8:39,420.3604167,13,Temperature,deg C,7.223
Site1,2/24/2014 8:43,420.3631944,15,Chlorophyll a,ug/L,0.665
Site1,2/24/2014 8:43,420.3631944,15,Chlorophyll a,RFUs,0.285
Site2,2/24/2014 8:43,420.3631944,15,Chlorophyll a,ug/L,0.7182
Site2,2/24/2014 8:43,420.3631944,15,Chlorophyll a,RFUs,0.3078
Site1,2/24/2014 8:43,420.3631944,15,Dissolved Oxygen,mg/l,10.089
Site1,2/24/2014 8:43,420.3631944,15,Dissolved Oxygen,%,82.46
Site2,2/24/2014 8:43,420.3631944,15,Dissolved Oxygen,mg/l,10.8961
Site2,2/24/2014 8:43,420.3631944,15,Dissolved Oxygen,%,89.0568
Site1,2/24/2014 8:43,420.3631944,15,Temperature,deg C,6.3175
Site2,2/24/2014 8:43,420.3631944,15,Temperature,deg C,6.8229
Site1,2/24/2014 8:48,420.3666667,17,Chlorophyll a,ug/L,0.95
Site1,2/24/2014 8:48,420.3666667,17,Chlorophyll a,RFUs,0.285
Site1,2/24/2014 8:48,420.3666667,17,Dissolved Oxygen,%,81.51
Site1,2/24/2014 8:48,420.3666667,17,Dissolved Oxygen,mg/l,10.032
Site1,2/24/2014 8:48,420.3666667,17,Temperature,deg C,6.118
Site1,2/24/2014 8:53,420.3701389,19,Chlorophyll a,ug/L,0.38
Site1,2/24/2014 8:53,420.3701389,19,Chlorophyll a,RFUs,0.095
Site1,2/24/2014 8:53,420.3701389,19,Dissolved Oxygen,%,78.565
Site1,2/24/2014 8:53,420.3701389,19,Dissolved Oxygen,mg/l,9.6995
Site1,2/24/2014 8:53,420.3701389,19,Temperature,deg C,5.9945
Site1,2/24/2014 8:57,420.3729167,21,Chlorophyll a,ug/L,0.57
Site1,2/24/2014 8:57,420.3729167,21,Chlorophyll a,RFUs,0.19
Site1,2/24/2014 8:57,420.3729167,21,Dissolved Oxygen,%,77.995
Site1,2/24/2014 8:57,420.3729167,21,Dissolved Oxygen,mg/l,9.6615
Site1,2/24/2014 8:57,420.3729167,21,Temperature,deg C,5.909
Site1,2/24/2014 9:02,420.3763889,23,Chlorophyll a,ug/L,0.475
Site1,2/24/2014 9:02,420.3763889,23,Chlorophyll a,RFUs,0.19
Site1,2/24/2014 9:02,420.3763889,23,Dissolved Oxygen,%,73.625
Site1,2/24/2014 9:02,420.3763889,23,Dissolved Oxygen,mg/l,9.12
Site1,2/24/2014 9:02,420.3763889,23,Temperature,deg C,5.852
Site1,2/24/2014 9:07,420.3798611,25,Chlorophyll a,RFUs,0.285
Site1,2/24/2014 9:07,420.3798611,25,Chlorophyll a,ug/L,0.95
Site1,2/24/2014 9:07,420.3798611,25,Dissolved Oxygen,mg/l,9.0345
Site1,2/24/2014 9:07,420.3798611,25,Dissolved Oxygen,%,72.865
Site1,2/24/2014 9:07,420.3798611,25,Temperature,deg C,5.852
Site1,2/24/2014 9:14,420.3847222,27,Chlorophyll a,ug/L,1.045
Site1,2/24/2014 9:14,420.3847222,27,Chlorophyll a,RFUs,0.285
Site1,2/24/2014 9:14,420.3847222,27,Dissolved Oxygen,mg/l,9.0345
Site1,2/24/2014 9:14,420.3847222,27,Dissolved Oxygen,%,72.865
Site1,2/24/2014 9:14,420.3847222,27,Temperature,deg C,5.8235
Site1,2/24/2014 9:19,420.3881944,27,Chlorophyll a,RFUs,0.19
Site1,2/24/2014 9:19,420.3881944,27,Chlorophyll a,ug/L,0.57
Site1,2/24/2014 9:19,420.3881944,27,Dissolved Oxygen,%,72.96
Site1,2/24/2014 9:19,420.3881944,27,Dissolved Oxygen,mg/l,9.044
Site1,2/24/2014 9:19,420.3881944,27,Temperature,deg C,5.833
Site1,2/24/2014 9:24,420.3916667,25,Chlorophyll a,RFUs,0.19
Site1,2/24/2014 9:24,420.3916667,25,Chlorophyll a,ug/L,0.665
Site1,2/24/2014 9:24,420.3916667,25,Dissolved Oxygen,mg/l,9.063
Site1,2/24/2014 9:24,420.3916667,25,Dissolved Oxygen,%,72.96
Site1,2/24/2014 9:24,420.3916667,25,Temperature,deg C,5.8425
Site1,2/24/2014 9:30,420.3958333,23,Chlorophyll a,ug/L,0.95
Site1,2/24/2014 9:30,420.3958333,23,Chlorophyll a,RFUs,0.285
Site1,2/24/2014 9:30,420.3958333,23,Dissolved Oxygen,mg/l,9.0725
Site1,2/24/2014 9:30,420.3958333,23,Dissolved Oxygen,%,73.245
Site1,2/24/2014 9:30,420.3958333,23,Temperature,deg C,5.852
Site1,2/24/2014 9:35,420.3993056,21,Chlorophyll a,RFUs,0.19
Site1,2/24/2014 9:35,420.3993056,21,Chlorophyll a,ug/L,0.76
Site1,2/24/2014 9:35,420.3993056,21,Dissolved Oxygen,%,77.235
Site1,2/24/2014 9:35,420.3993056,21,Dissolved Oxygen,mg/l,9.557
Site1,2/24/2014 9:35,420.3993056,21,Temperature,deg C,5.928
Site1,2/24/2014 9:39,420.4020833,19,Chlorophyll a,ug/L,0.57
Site1,2/24/2014 9:39,420.4020833,19,Chlorophyll a,RFUs,0.095
Site1,2/24/2014 9:39,420.4020833,19,Dissolved Oxygen,mg/l,9.766
Site1,2/24/2014 9:39,420.4020833,19,Dissolved Oxygen,%,79.04
Site1,2/24/2014 9:39,420.4020833,19,Temperature,deg C,5.985
Site1,2/24/2014 9:44,420.4055556,17,Chlorophyll a,ug/L,0.475
Site1,2/24/2014 9:44,420.4055556,17,Chlorophyll a,RFUs,0.095
Site1,2/24/2014 9:44,420.4055556,17,Dissolved Oxygen,%,80.655
Site1,2/24/2014 9:44,420.4055556,17,Dissolved Oxygen,mg/l,9.937
Site1,2/24/2014 9:44,420.4055556,17,Temperature,deg C,6.0895
Site1,2/24/2014 9:49,420.4090278,15,Chlorophyll a,ug/L,1.235
Site1,2/24/2014 9:49,420.4090278,15,Chlorophyll a,RFUs,0.285
Site2,2/24/2014 9:49,420.4090278,15,Chlorophyll a,ug/L,1.3338
Site2,2/24/2014 9:49,420.4090278,15,Chlorophyll a,RFUs,0.3078
Site1,2/24/2014 9:49,420.4090278,15,Dissolved Oxygen,mg/l,10.146
Site1,2/24/2014 9:49,420.4090278,15,Dissolved Oxygen,%,83.03
Site2,2/24/2014 9:49,420.4090278,15,Dissolved Oxygen,mg/l,10.9577
Site2,2/24/2014 9:49,420.4090278,15,Dissolved Oxygen,%,89.6724
Site1,2/24/2014 9:49,420.4090278,15,Temperature,deg C,6.4315
Site2,2/24/2014 9:49,420.4090278,15,Temperature,deg C,6.946
Site1,2/24/2014 9:54,420.4125,13,Chlorophyll a,ug/L,0.285
Site2,2/24/2014 9:54,420.4125,13,Chlorophyll a,ug/L,0.3078
Site1,2/24/2014 9:54,420.4125,13,Dissolved Oxygen,%,85.31
Site1,2/24/2014 9:54,420.4125,13,Dissolved Oxygen,mg/l,10.3455
Site2,2/24/2014 9:54,420.4125,13,Dissolved Oxygen,%,92.1348
Site2,2/24/2014 9:54,420.4125,13,Dissolved Oxygen,mg/l,11.1731
Site1,2/24/2014 9:54,420.4125,13,Temperature,deg C,6.7165
Site2,2/24/2014 9:54,420.4125,13,Temperature,deg C,7.2538
Site1,2/24/2014 9:57,420.4145833,11,Chlorophyll a,ug/L,0.665
Site1,2/24/2014 9:57,420.4145833,11,Chlorophyll a,RFUs,0.19
Site2,2/24/2014 9:57,420.4145833,11,Chlorophyll a,ug/L,0.7182
Site2,2/24/2014 9:57,420.4145833,11,Chlorophyll a,RFUs,0.2052
Site1,2/24/2014 9:57,420.4145833,11,Dissolved Oxygen,%,87.875
Site1,2/24/2014 9:57,420.4145833,11,Dissolved Oxygen,mg/l,10.583
Site2,2/24/2014 9:57,420.4145833,11,Dissolved Oxygen,%,94.905
Site2,2/24/2014 9:57,420.4145833,11,Dissolved Oxygen,mg/l,11.4296
Site1,2/24/2014 9:57,420.4145833,11,Temperature,deg C,6.916
Site2,2/24/2014 9:57,420.4145833,11,Temperature,deg C,7.4693
Site1,2/24/2014 10:04,420.4194444,9,Chlorophyll a,ug/L,0.76
Site1,2/24/2014 10:04,420.4194444,9,Chlorophyll a,RFUs,0.19
Site2,2/24/2014 10:04,420.4194444,9,Chlorophyll a,ug/L,0.8208
Site2,2/24/2014 10:04,420.4194444,9,Chlorophyll a,RFUs,0.2052
Site1,2/24/2014 10:04,420.4194444,9,Dissolved Oxygen,mg/l,10.811
Site1,2/24/2014 10:04,420.4194444,9,Dissolved Oxygen,%,90.63
Site2,2/24/2014 10:04,420.4194444,9,Dissolved Oxygen,mg/l,11.6759
Site2,2/24/2014 10:04,420.4194444,9,Dissolved Oxygen,%,97.8804
Site1,2/24/2014 10:04,420.4194444,9,Temperature,deg C,7.2865
Site2,2/24/2014 10:04,420.4194444,9,Temperature,deg C,7.8694
Site1,2/24/2014 10:09,420.4229167,7,Chlorophyll a,RFUs,0.285
Site1,2/24/2014 10:09,420.4229167,7,Chlorophyll a,ug/L,0.855
Site2,2/24/2014 10:09,420.4229167,7,Chlorophyll a,RFUs,0.3078
Site2,2/24/2014 10:09,420.4229167,7,Chlorophyll a,ug/L,0.9234
Site1,2/24/2014 10:09,420.4229167,7,Dissolved Oxygen,%,92.34
Site1,2/24/2014 10:09,420.4229167,7,Dissolved Oxygen,mg/l,10.9725
Site2,2/24/2014 10:09,420.4229167,7,Dissolved Oxygen,%,99.7272
Site2,2/24/2014 10:09,420.4229167,7,Dissolved Oxygen,mg/l,11.8503
Site1,2/24/2014 10:09,420.4229167,7,Temperature,deg C,7.4955
Site2,2/24/2014 10:09,420.4229167,7,Temperature,deg C,8.0951
Site1,2/24/2014 10:14,420.4263889,5,Chlorophyll a,ug/L,1.9
Site1,2/24/2014 10:14,420.4263889,5,Chlorophyll a,RFUs,0.57
Site2,2/24/2014 10:14,420.4263889,5,Chlorophyll a,ug/L,2.052
Site2,2/24/2014 10:14,420.4263889,5,Chlorophyll a,RFUs,0.6156
Site1,2/24/2014 10:14,420.4263889,5,Dissolved Oxygen,mg/l,11.1245
Site1,2/24/2014 10:14,420.4263889,5,Dissolved Oxygen,%,94.05
Site2,2/24/2014 10:14,420.4263889,5,Dissolved Oxygen,mg/l,12.0145
Site2,2/24/2014 10:14,420.4263889,5,Dissolved Oxygen,%,101.574
Site1,2/24/2014 10:14,420.4263889,5,Temperature,deg C,7.657
Site2,2/24/2014 10:14,420.4263889,5,Temperature,deg C,8.2696
Site1,2/24/2014 10:21,420.43125,3,Chlorophyll a,ug/L,2.09
Site1,2/24/2014 10:21,420.43125,3,Chlorophyll a,RFUs,0.665
Site2,2/24/2014 10:21,420.43125,3,Chlorophyll a,ug/L,2.2572
Site2,2/24/2014 10:21,420.43125,3,Chlorophyll a,RFUs,0.7182
Site1,2/24/2014 10:21,420.43125,3,Dissolved Oxygen,%,94.335
Site1,2/24/2014 10:21,420.43125,3,Dissolved Oxygen,mg/l,11.134
Site2,2/24/2014 10:21,420.43125,3,Dissolved Oxygen,%,101.8818
Site2,2/24/2014 10:21,420.43125,3,Dissolved Oxygen,mg/l,12.0247
Site1,2/24/2014 10:21,420.43125,3,Temperature,deg C,7.695
Site2,2/24/2014 10:21,420.43125,3,Temperature,deg C,8.3106
Site1,2/24/2014 10:26,420.4347222,1,Chlorophyll a,ug/L,1.995
Site1,2/24/2014 10:26,420.4347222,1,Chlorophyll a,RFUs,0.285
Site1,2/24/2014 10:26,420.4347222,1,Chlorophyll a,ug/L,0.95
Site2,2/24/2014 10:26,420.4347222,1,Chlorophyll a,ug/L,2.1546
Site2,2/24/2014 10:26,420.4347222,1,Chlorophyll a,RFUs,0.3078
Site2,2/24/2014 10:26,420.4347222,1,Chlorophyll a,ug/L,1.026
Site1,2/24/2014 10:26,420.4347222,1,Dissolved Oxygen,mg/l,11.1625
Site1,2/24/2014 10:26,420.4347222,1,Dissolved Oxygen,%,95.19
Site2,2/24/2014 10:26,420.4347222,1,Dissolved Oxygen,mg/l,12.0555
Site2,2/24/2014 10:26,420.4347222,1,Dissolved Oxygen,%,102.8052
Site1,2/24/2014 10:26,420.4347222,1,Temperature,deg C,7.9135
Site2,2/24/2014 10:26,420.4347222,1,Temperature,deg C,8.5466
Site1,3/10/2014 8:32,434.3555556,1,Chlorophyll a,RFUs,1.14
Site1,3/10/2014 8:32,434.3555556,1,Chlorophyll a,ug/L,3.705
Site2,3/10/2014 8:32,434.3555556,1,Chlorophyll a,RFUs,1.2312
Site2,3/10/2014 8:32,434.3555556,1,Chlorophyll a,ug/L,4.0014
Site1,3/10/2014 8:32,434.3555556,1,Dissolved Oxygen,%,96.805
Site1,3/10/2014 8:32,434.3555556,1,Dissolved Oxygen,mg/l,11.2575
Site2,3/10/2014 8:32,434.3555556,1,Dissolved Oxygen,%,104.5494
Site2,3/10/2014 8:32,434.3555556,1,Dissolved Oxygen,mg/l,12.1581
Site1,3/10/2014 8:32,434.3555556,1,Temperature,deg C,8.3695
Site2,3/10/2014 8:32,434.3555556,1,Temperature,deg C,9.0391
Site1,4/21/2014 9:20,476.3888889,1,Chlorophyll a,ug/L,0.095
Site2,4/21/2014 9:20,476.3888889,1,Chlorophyll a,ug/L,0.1026
Site1,4/21/2014 9:20,476.3888889,1,Temperature,deg C,16.7105
Site2,4/21/2014 9:20,476.3888889,1,Temperature,deg C,18.0473
Site1,4/21/2014 9:25,476.3923611,3,Chlorophyll a,ug/L,0.475
Site1,4/21/2014 9:25,476.3923611,3,Chlorophyll a,RFUs,0.095
Site2,4/21/2014 9:25,476.3923611,3,Chlorophyll a,ug/L,0.513
